"population","household.size","race.pctblack","race.pctwhite","race.pctasian","race.pcthisp","age.pct12to21","age.pct12to29","age.pct16to24","age.pct65up","pct.urban","med.income","pct.wage.inc","pct.farmself.inc","pct.inv.inc","pct.socsec.inc","pct.pubasst.inc","pct.retire","med.family.inc","percap.inc","white.percap","black.percap","indian.percap","asian.percap","hisp.percap","pct.pop.underpov","pct.less9thgrade","pct.not.hsgrad","pct.bs.ormore","pct.unemployed","pct.employed","pct.employed.manuf","pct.employed.profserv","pct.occup.manuf","pct.occup.mgmtprof","male.pct.divorce","male.pct.nvrmarried","female.pct.divorce","total.pct.divorce","ave.people.per.fam","pct.fam2parents","pct.kids2parents","pct.youngkids2parents","pct.teens2parents","pct.workmom.youngkids","pct.workmom","num.kids.nvrmarried","pct.kids.nvrmarried","num.immig","pct.immig.recent","pct.immig.recent5","pct.immig.recent8","pct.immig.recent10","pct.pop.immig","pct.pop.immig5","pct.pop.immig8","pct.pop.immig10","pct.english.only","pct.no.english.well","pct.fam.hh.large","pct.occup.hh.large","ave.people.per.hh","ave.people.per.ownoccup.hh","ave.people.per.rented.hh","pct.people.ownoccup.hh","pct.people.dense.hh","pct.hh.less3br","med.num.br","pct.house.occup","pct.house.ownoccup","pct.house.vacant","pct.house.vacant.6moplus","med.yr.house.built","pct.house.nophone","pct.house.no.plumb","value.ownoccup.house.lowquart","value.ownoccup.med","value.ownoccup.highquart","ownoccup.qrange","rent.lowquart","rent.med","rent.highquart","rent.qrange","med.rent","med.rent.aspct.hhinc","med.owncost.aspct.hhinc.wmort","med.owncost.as.pct.hhinc.womort","num.in.shelters","num.homeless","pct.foreignborn","pct.born.samestate","pct.samehouse1985","pct.samecity1985","pct.samestate1985","land.area","pop.density","pct.use.publictransit","violentcrimes.perpop"
24725,2.26,22.64,76.02,0.56,2.51,10.24,20.5,10.01,24.55,100,23695,63.48,0.9,41.48,46.16,6.38,24.07,30046,14154,16383,6642,8565,13839,7586,13.46,10.9,28.73,17.76,6.59,49.11,9.29,24.58,10.12,26.18,11.72,23.41,15.42,13.79,2.78,59.45,51.8,65.62,56.93,63.14,72.08,1088,4.71,978,11.55,16.97,29.45,35.28,0.46,0.67,1.16,1.4,93.86,0.63,4.12,2.56,2.2,2.29,2.09,59.41,3.75,65.15,2,85.8,57.18,1.66,33.19,1971,8.08,0.55,46000,60700,82300,36300,221,311,406,185,380,28.7,21.7,11.4,27,3,3.96,38.21,46.5,77.55,83.09,12.6,1957.3,0.49,1419.14
30050,2.66,9.34,83.6,2.35,14.49,14.73,32.48,15.71,7.96,100,27591,86.55,0.87,27.14,18.08,4.63,11.82,30896,11931,12904,6526,8853,10607,7662,11.81,8.03,23.89,13.36,5.62,70.98,5.73,12.23,11.23,19.48,12.19,31.03,15.64,13.96,3.07,70,65.73,76.22,78.08,68.38,75.76,730,3.59,2474,12.13,28.01,34.03,49.03,1,2.31,2.8,4.04,82.28,3.75,4.82,3.36,2.62,2.77,2.51,48.16,6.71,60.93,2,83.21,45.7,0.61,17.95,1981,9.22,0.54,59300,74400,91300,32000,390,444,506,116,531,27.5,22.1,12.1,0,0,8.23,23.38,29.8,48.49,61.71,12.9,2336.7,0.35,1201.23
44822,1.96,2.31,95.96,0.89,5.44,5.29,14.64,6.73,44.41,100,26703,51.4,0.33,54.87,61.12,3.32,23.59,31567,18012,18207,14211,5975,11321,12623,5.79,7.18,24,14.2,5.82,39.44,9.43,18.97,7.36,25.27,6.8,16.96,8.48,7.72,2.37,76.36,72.93,90.65,71.86,61.01,71.06,198,0.51,6075,5.76,9.83,12.53,17.65,0.78,1.33,1.7,2.39,84.55,1.68,0.96,0.61,1.94,1.91,2.08,76.73,1.51,81.47,2,87.62,78.25,0.4,31.93,1978,0.86,0.16,63000,77600,99100,36100,496,557,644,148,633,29.3,23.3,12.4,0,1,13.55,8.6,47.15,72.91,77.64,11.9,3765.3,0.69,348.12
14589,2.82,7.2,90.06,1.41,8.23,9.6,20.02,6.9,15.3,100,40885,79.23,0.17,44.5,30.05,2.4,14.5,42787,15527,15883,10509,20291,16073,12854,3.08,4.78,15.31,21.12,4.38,64.31,7.55,24.64,6.92,27.38,6.23,16.1,9.81,8.12,3.09,85.41,82.8,89.03,83.39,69.17,72.56,116,1.15,1708,8.37,9.89,12.24,21.84,0.98,1.16,1.43,2.56,86.9,1.62,3.81,3.13,2.8,2.77,2.97,84.51,2.94,39.97,3,86.47,85.43,0.12,19.14,1983,1.68,0.3,75500,91100,112200,36700,551,605,687,136,719,27,23.2,12.9,0,0,11.71,24.1,35.15,66.44,74.82,9.1,1599,0.12,244.05
98784,2.24,8.97,89.13,1.03,2.92,10.59,21.32,10.25,22.03,100,26473,65.48,0.5,48.68,39.46,4.52,22.4,33434,16726,17842,6825,6710,9878,11896,10.65,6.23,19.78,20.36,4.8,54.33,10.93,21.78,8.39,25.52,12.57,25.6,15.15,13.98,2.75,65.94,62.09,73.14,71.95,63.62,72.2,2329,3.03,8077,10.31,15.45,22.67,28.61,0.84,1.26,1.85,2.34,89.99,1.24,2.71,1.68,2.17,2.25,2.04,64.08,2.15,69.5,2,81.99,61.78,1.11,27.45,1972,5.04,0.16,61700,82100,116700,55000,319,396,498,179,464,28.1,23.1,11.9,217,36,8.18,19.78,46.11,72.93,77.26,25.8,3833,1.55,1155.27
672971,2.62,24.35,72.75,1.92,2.58,13.82,28.77,13.88,9.76,98.8,28513,80.64,0.47,33.84,23.41,6.33,15.21,33548,13857,15833,8114,11393,14150,11306,12.81,7.26,23.13,18.39,5.2,65.89,9.15,20.61,12.43,25.2,12.64,29.38,16.5,14.64,3.1,69.79,64.73,78.04,71.52,62.69,69.91,21097,4.35,23310,11.41,19.79,27.9,35.26,0.4,0.69,0.97,1.22,93.55,0.69,4.63,3.19,2.54,2.66,2.36,64.77,4.33,45.81,3,90.37,61.98,6.87,35.74,1969,6.15,0.4,45700,64000,89900,44200,266,355,441,175,431,25.6,20.6,12.4,665,155,3.46,46.39,46.33,75.84,81.96,801.7,839.4,2.65,1681.08
22242,2.41,13.43,85.03,0.92,2.5,14.18,24.49,14.31,19.22,100,37080,70.07,1.4,56.04,34.59,4.04,22.87,47931,25161,28239,7168,20000,9480,13416,9.98,4.26,11.54,43.46,3.4,52.96,6.4,35.36,6.06,44.65,9.25,32.32,13.82,11.78,2.8,68.83,64.62,87.32,61.46,54.78,63.18,666,4.28,930,14.73,18.06,21.4,26.77,0.62,0.76,0.89,1.12,94.02,0.66,2.88,1.79,2.21,2.3,2.04,69.48,2.29,46.92,3,91.74,66.88,1.93,21.9,1961,2.37,0.16,91300,138600,233200,141900,340,435,595,255,512,29.2,20.6,11.8,9,3,4.18,27.47,48.88,71.27,81.18,7.2,3087.5,1.58,870.26
149377,2.25,28.11,69.61,0.87,7.15,9.95,23.03,10.44,15.54,100,27239,72.13,0.76,41.88,30.16,4.95,12.6,34010,19814,25429,6387,13713,23166,12177,17.11,9.15,25.83,21.85,6.68,58.56,8.78,20.92,11.18,25.77,16.19,38.31,17.29,16.74,2.91,56.97,49.93,64.9,57.06,61.63,68.19,8805,8.85,25963,14.11,26.54,36.76,52.73,2.45,4.61,6.39,9.16,80.73,3.85,6.13,3.22,2.17,2.22,2.12,55.54,8.23,74.76,2,81.75,54.4,3.45,35.8,1964,7.18,0.58,65800,99200,188200,122400,346,420,526,180,486,29.3,24.1,13.7,231,436,17.38,26.09,47.93,78.42,83.17,32.5,4597.3,4.7,1421.42
10404,2.52,29.58,66.8,1.78,23.76,11.35,25.05,11.92,12.4,100,31741,79.28,1.19,37.73,23.73,6.18,13.47,39358,17028,21486,7386,13525,20328,14316,14.79,7.23,20.85,31.07,5.49,64.47,7.49,34.65,7.18,36.19,12.29,37.74,16.34,14.39,3.23,63.68,52.06,65.04,65.78,60.86,67.26,725,9.52,2380,10,13.15,25.13,33.66,2.29,3.01,5.75,7.7,70.11,4.94,9.53,5.76,2.52,2.73,2.19,65.94,8.67,53.15,2,95.01,60.86,11.98,30.41,1958,2.76,0.25,77600,106700,146500,68900,338,421,506,168,485,29.4,22.9,14.5,0,0,22.88,36.65,57.52,84.66,86.69,2.4,4371.4,7.6,1759
32387,2.67,28.49,68.81,0.92,4.9,13.96,28.98,14.07,11.48,100,25029,76.99,0.58,27.95,30.37,9.2,14.17,28364,11115,13251,6301,6807,13245,6744,16.27,9.43,29.16,11.94,5.81,60.19,17.78,18.44,17.4,20.61,15.62,30.92,18.46,17.1,3.15,61.24,54.28,68.32,59.71,66.28,72.85,1988,7.7,1198,12.94,18.2,27.71,37.56,0.48,0.67,1.03,1.39,92.49,1.43,6.61,4.41,2.58,2.62,2.52,57.29,5.97,54.14,2,87.6,56.31,3.21,29.04,1974,8.16,0.3,46400,59300,74100,27700,275,381,455,180,458,27.1,22,13.2,53,16,3.7,43.39,46.34,71.64,83.46,17.9,1806.1,0.75,1440.54
121697,2.3,8.52,88.25,1.32,11.86,10.21,21.42,9.94,19.95,100,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,10161,11.01,8.59,27.12,15.71,6.05,55.91,9.78,21.29,10.71,24.69,12.35,27.24,13.98,13.22,2.91,70.56,66.08,78.01,72.5,65.88,71.2,2631,2.83,21657,13.61,19.12,27.78,37.18,2.42,3.4,4.94,6.62,78.06,3.32,4.61,2.82,2.28,2.39,2.07,67.94,5.94,69,2,83.57,64.68,1.7,31.78,1966,4.01,0.32,64600,82100,114900,50300,361,446,584,223,523,30.7,23,13.5,90,98,17.8,22.95,49.56,75.31,83.24,28.2,4308.2,2,822.7
10084,2.75,20.39,76.19,1.86,13.52,14.24,23.45,13.29,14.67,100,41670,75.4,0.93,56.26,34.39,1.99,11.43,49597,21428,25186,8298,800,22334,13821,11.12,4.96,14.97,36.73,4.8,62.12,6.68,30.7,7.41,39.5,8.74,32.25,11.19,10.06,3.13,76.42,72.66,84.01,72.78,72.58,77.59,172,2.78,2416,11.92,20.12,31.37,44.62,2.86,4.82,7.52,10.69,71.14,4.07,7.22,5.1,2.61,2.64,2.39,87.49,6.35,44.16,3,93.59,86.36,0,36.65,1953,0.76,0.66,80900,104900,150800,69900,357,490,654,297,597,29.2,23.6,13.2,0,0,23.96,29.29,53.22,82.67,86.48,2.6,3896.4,2.87,1425.33
26326,2.18,12.86,83.17,1.7,11.94,9.5,27.81,12.36,11.58,100,27708,80.8,0.66,36.19,22.98,4.59,11.62,32611,15273,16645,8824,8089,9078,9319,10.36,7.27,21.69,17.46,4.61,69.27,11.48,16.11,10.5,21.62,17.01,38.23,19.08,18.04,2.8,63.04,59.9,70.87,56.28,67.88,74.23,962,6.27,4372,20.29,34.58,45.17,55.63,3.37,5.74,7.5,9.24,79.46,4.61,3.61,1.88,2.14,2.16,2.13,49.64,6.27,78.2,2,87.19,49.29,2.08,23.96,1971,5.69,0.32,71400,89200,113000,41600,410,471,546,136,541,27.7,22.8,13,0,0,16.61,22.18,37.35,71.74,77.38,6.6,3993.6,2.92,1607.89
72411,2.25,28.48,69.97,0.57,5.36,8.76,21.07,9.39,22.29,100,29683,64.92,0.44,46.49,40.34,5.48,17.17,35559,17382,21714,6416,151620,14767,12685,16.05,9.75,26.27,18.38,6.34,52.13,8.53,19.79,11.55,24.81,13.75,30.07,14.77,14.29,2.79,55.82,45.27,67.94,59.32,62.25,70.64,4619,8.12,10268,12.32,24.26,35.26,52.09,1.75,3.44,5,7.39,83.56,4.1,6.25,3.63,2.17,2.14,2.23,62.26,7.58,75.84,2,75.28,63.26,1.08,27.4,1972,6.32,0.28,67100,99300,168200,101100,374,470,595,221,542,29.3,23.5,12.9,11,64,14.18,26.12,49.14,79.45,84.32,21.1,3435.7,3.53,2682.28
12123,2.01,0.5,98.01,0.91,2.76,8.06,17.47,8.07,26.74,100,35862,63.2,0.25,62.11,41.26,3.31,35.81,43898,23359,23568,13000,10081,11914,10938,5.24,2.75,9.8,34.74,3.72,49.05,15.66,20.76,7.62,39.88,13.06,24.87,13.54,13.3,2.51,70.44,66.79,81.5,81.24,54.51,67.47,83,0.79,922,6.4,11.5,14.21,17.57,0.49,0.87,1.08,1.34,92.8,0.95,1.31,0.8,2.01,2.03,1.97,68.87,1.3,62.67,2,72.84,68.23,0.18,16.75,1971,2.24,0,91400,127000,174700,83300,374,475,628,254,549,25.4,19.1,12.9,0,3,7.61,14.2,49.31,69.49,76.14,5.1,2382.7,0.18,620.31
12778,3.05,1.31,94.6,0.99,8.41,15.14,29.13,12.51,6.28,100,32014,87.82,0.99,26.75,18.38,3.88,13.87,34788,11608,11754,10183,0,11566,7269,7.7,10.92,28.86,9.57,5.19,70.56,11.25,13.99,14.75,17.46,8.18,25.37,14.12,11.24,3.34,79.89,76.55,89.96,81.12,66.73,71.34,118,1.22,660,18.94,27.73,31.67,35,0.98,1.43,1.64,1.81,90.15,1.95,6.58,5.37,3.05,2.98,3.34,80.63,4.96,21.36,3,94.46,82.33,1.63,25.61,1979,5.08,0.14,53100,64700,84200,31100,336,423,502,166,557,24,21.4,11.5,0,0,5.17,38.7,52.39,78.87,84.8,9.3,1366.9,0.18,618.06
358548,2.75,27.39,65.64,0.63,62.46,12.16,24.63,11.87,14.8,100,16925,71.43,0.52,18.63,26.56,18.01,9.29,19725,9799,11664,5962,6494,11615,8705,31.17,30.89,52.37,12.79,11.02,53.19,14.37,18.31,19.42,17.35,15.22,36.73,18.49,16.93,3.3,52.46,42.21,54.24,56.78,57.24,63.53,33871,13.06,214128,16.93,26.03,33.06,48.59,10.11,15.55,19.74,29.02,26.73,34.27,11.24,7.37,2.7,2.86,2.61,35.11,26.86,82.86,1,90.11,33.09,9.76,31.22,1962,9.93,1.44,60000,79200,101000,41000,255,346,438,183,404,32.7,24.3,13.2,896,268,59.72,24.12,45.67,80.02,81.34,36.9,9728.3,13.15,3829.21
22965,2.4,0.81,97.24,1.48,3.48,11.45,21.81,9.95,13.82,100,44688,78.28,0.37,56.48,27.02,1.47,15.11,51654,26185,25816,15298,29078,61962,18358,4.51,2.41,9.11,38.21,2.57,65.61,14.41,24.99,5.93,42.24,9.14,25.8,14.03,11.7,2.86,78.49,78.94,90.75,77.65,69.62,76.67,110,0.67,1625,11.75,15.82,19.45,25.97,0.83,1.12,1.38,1.84,91.39,0.67,2.24,1.56,2.4,2.48,2.16,76.59,1.32,50.05,2,78.52,74.01,0.23,27.96,1980,0.82,0.21,94600,137700,213500,118900,522,620,790,268,724,26.7,22.3,12.8,0,1,7.08,22.06,39.34,69.14,76.37,27.2,843.4,0.36,343.74
11727,2,3.33,95.17,0.52,2.24,7.23,16.79,7.78,31.15,100,21397,54.78,0.8,51.16,50.86,4.5,26.89,27824,13842,14181,6628,12743,8807,11181,10,8.91,27.71,15.37,5.79,45.05,11.43,22.77,14.59,21.18,13.4,22.88,14.62,14.08,2.56,63.41,59.6,74.95,72.23,77.18,81.36,82,0.81,1121,4.46,7.85,12.76,16.06,0.43,0.75,1.22,1.53,88.26,1.88,1.65,0.95,1.96,1.96,1.96,71.28,1.65,77.25,2,82.99,71.28,0.58,27.41,1960,3.85,0.1,40800,50200,64900,24100,281,345,407,126,427,30,22.7,12.2,0,0,9.56,17.99,52.35,76.22,80.9,2.9,3988.8,1.51,1305.64
15337,2.54,0.73,98.37,0.4,1.06,11.81,22.01,10.02,19.12,100,25053,63.6,0.23,41.62,42.09,5.3,25.9,26652,11025,11034,12254,8967,11586,9299,10.17,8.08,28.14,8.06,4.13,53.15,14.04,17.53,14.93,18.89,10.67,19.26,12.82,11.79,2.89,75.23,71.14,79.6,72.91,60.46,68.99,54,0.43,484,5.37,5.37,5.37,10.54,0.17,0.17,0.17,0.33,94.61,0.48,3.27,2.47,2.54,2.47,2.8,76.28,2,46.75,3,87.73,78.47,1.18,36.33,1981,4.17,0.26,52000,62700,74700,22700,338,389,454,116,496,26.4,23.6,12.1,0,0,3.16,23.54,39.41,68.07,74.72,7.5,2031.9,0.15,981.19
42045,2.42,23.79,74.89,0.63,2.17,12.66,23.73,11.67,18.68,100,21766,66.58,0.64,37.17,38.4,9.18,18.39,26700,12783,15074,5507,13914,18751,13465,19.88,10.43,28.38,16.73,7.05,51.96,13.94,23.67,12.83,26.4,13.2,26.69,16.4,14.96,2.94,58.65,51.67,61.82,57.96,53.82,65.43,2282,6.17,1138,5.54,7.12,9.93,21.44,0.15,0.19,0.27,0.58,94.69,0.7,4.78,3.14,2.34,2.38,2.29,58.08,5.19,54.84,2,89.3,57.17,3.31,35.88,1974,7.77,0.45,43800,62900,89100,45300,190,294,387,197,392,26.4,21.5,12.6,39,0,2.71,44.47,46.16,73.34,83.65,29.9,1406.2,0.14,1622.96
59646,2.38,9.5,87.42,2.05,3.48,13.2,27.8,14.08,15.33,100,25893,72.49,0.64,41.44,30.91,4.5,21.58,31633,13224,14027,7580,8664,8058,10970,12.84,6.33,20.82,18.76,6.39,57.63,20.11,19.78,11.44,26.92,12.08,31.37,15.34,13.75,2.86,68.55,62.88,76.6,73.31,61.86,68.74,1519,3.3,3767,19.75,26.47,32.23,36.24,1.25,1.67,2.04,2.29,91.38,1.04,3.3,2.1,2.32,2.44,2.15,61.09,2.73,52.29,2,89.29,58.08,2.5,29.68,1974,5.4,0.13,50900,65100,86300,35400,317,391,460,143,467,27.7,20.6,11.8,75,10,6.32,25.04,41.11,66.69,74.18,29.7,2006.1,0.14,1461.01
84770,2.66,21.44,73.36,3.94,4.4,25,42.46,29.33,8.45,100,21077,81.3,0.66,42.63,19.62,6.55,12.39,31321,11549,13322,6267,11591,8622,8256,26.33,5.08,15.16,40.49,6.59,55.61,4.65,48.76,6.16,38.51,7.94,52.7,12.54,10.29,2.98,64.19,59.11,73.3,69.09,59.6,68.72,3666,8.01,6908,30.37,42.72,55.34,62.35,2.47,3.48,4.51,5.08,88.85,0.92,4.01,2.26,2.35,2.54,2.18,50.9,4.91,52.33,2,92.24,47.1,5.55,33.01,1969,5.89,0.45,47800,63800,88800,41000,222,305,411,189,383,33.2,19.5,12.1,35,7,8.15,43.16,34,55.72,81.04,36.1,2347.4,2.7,1573.82
66692,2.52,6.17,90.7,1.83,8.14,12.47,24.85,11.7,13.02,100,41832,80.64,0.82,53.22,26,2.53,13.21,50382,21702,22402,15340,17358,15381,14803,3.54,3.84,12.34,31.73,3.91,66.72,9.19,24.38,4.97,37.33,8.24,27.15,12.08,10.27,2.97,80.7,79.43,91.84,76.66,59.08,68.12,590,1.28,9284,12.16,18.42,26.13,34.31,1.69,2.56,3.64,4.78,85.15,1.91,2.99,2.12,2.5,2.63,2.16,76.31,2.45,48.78,3,90.1,72.6,0.24,24.54,1978,0.62,0.18,93300,130100,172900,79600,530,617,735,205,705,27.1,23.2,12.5,0,0,13.92,20.85,40.63,70.21,77.34,22.5,2959.4,0.87,502.05
30996,1.81,14.17,84.01,0.47,8.76,5.6,12.81,6.1,42.31,100,20841,46.02,0.36,49.5,60.59,4.44,15.82,26931,16950,18733,6699,24519,21000,11461,15.96,11.11,32.08,14.08,7.32,35.44,8.96,17.63,9,25.24,12.24,20.81,11.41,11.77,2.44,54.54,48.36,63.74,55.14,49.56,58.3,1131,4.06,7742,6.64,13.06,21.08,27.28,1.66,3.26,5.27,6.81,74.58,2.84,2.18,1.09,1.79,1.71,1.96,63.69,4.73,89.98,2,69.1,66.78,1,40.79,1971,3.89,0.34,59300,76600,114300,55000,328,431,571,243,517,34.9,25,13,0,0,24.98,14.64,56.43,74.88,83.03,4.4,7115.7,3.73,1938.43
11114,2.93,12.24,84.18,1.59,6.91,12.48,28.89,10.67,4.49,100,40221,91.69,0.37,42.55,13.28,1.75,10.61,42843,14266,15244,8520,193,11220,9319,7.83,2.53,9.5,34.85,3.57,74.27,17.12,23.89,8.38,35.16,7.37,22.47,10.74,9.1,3.22,82.71,78.66,93.7,86.96,68.71,69.58,192,3.11,466,17.81,23.39,36.27,48.28,0.75,0.98,1.52,2.02,90.64,0.6,3.81,3.16,2.92,2.96,2.74,81.79,2.85,19.75,3,90.1,80.61,0.96,20.38,1987,3.16,0.52,78800,92800,113800,35000,357,484,565,208,570,28.2,23.8,12.1,0,0,4.19,33.19,20.73,38.17,65.39,13.9,801,0,827.68
92639,1.88,5.18,88.3,1.21,46.79,7.92,20.08,9.08,24.28,100,15312,57.06,0.48,32.21,40.11,10.28,10.98,22020,16504,17568,8197,6306,11314,10620,25.22,16.88,34.51,21.2,8.9,47.01,6.68,22.48,8.65,29.5,15.93,33.74,17.03,16.52,2.73,58.32,55.67,67.86,51.6,57.28,62.86,2611,4.39,47537,16.26,23.04,29.99,43.09,8.35,11.82,15.39,22.11,39.58,18.15,3.61,1.56,1.85,2.04,1.77,31.48,15.45,91.61,1,79,28.5,1.72,23.72,1961,9.01,0.88,123800,191300,322000,198200,296,379,508,212,427,35.1,25.2,13.7,61,20,51.31,11.48,38.19,71.29,73.61,7.3,12711.2,14.84,1981.89
18911,2.51,2.75,93.77,1.57,8.43,12.58,27.02,12.66,12,100,31231,83.38,0.83,35.77,23.88,4.08,16.02,34399,13817,14086,10266,8981,9092,9327,6.25,5.14,17.7,17.41,4.2,70.41,9.98,16.42,9.94,22.1,12.72,28.09,17.3,15.1,2.98,73.81,69.58,87.11,76.67,58.11,70.25,139,1.03,1419,7.26,9.51,12.54,27.34,0.54,0.71,0.94,2.05,86.25,1.96,3.91,2.65,2.49,2.52,2.42,65.77,2.82,40.51,3,93.32,64.82,0.93,18.15,1975,1.81,0,62600,75800,91800,29200,390,466,536,146,547,26.6,21.1,12,0,0,7.5,22.13,45.52,61.66,78.45,6.3,3005.6,0.34,575.26
64407,2.45,7.39,89.3,1.94,8.64,10.24,22.49,9.5,21.48,100,31540,69.36,0.27,45.59,38.97,3.15,17.02,37431,14593,15006,10643,11700,11810,13046,6.51,6.13,20.84,16.67,4.86,58.01,9.94,19.33,7.78,26.26,8.02,22.74,11.22,9.75,2.92,78.99,77.1,90.4,72.48,63.9,72.26,648,1.43,10473,9.84,15.36,23.6,31.44,1.6,2.5,3.84,5.11,81.51,1.89,3.07,2.13,2.43,2.47,2.29,76.93,3.27,63.12,2,89.82,75.57,0.17,24.52,1978,0.86,0.17,75400,89100,105800,30400,479,562,668,189,651,27.8,24.1,13.7,0,0,16.26,18.78,43.42,72.33,78.1,18.9,3415,1.13,517.18
13316,2.89,2.21,94.71,1.76,6.19,14.4,26.29,12.12,9.48,100,35374,81.99,0.33,43.82,22.31,3.37,14.33,37485,14307,14394,12042,25308,21127,6936,4.48,5.48,17.39,20.93,4.33,66.95,12.97,19.23,10.69,27.94,9.53,26.13,14.19,12,3.16,79.26,75.89,86.14,85.45,64.92,70.85,183,1.95,973,19.12,34.22,43.88,48.92,1.4,2.5,3.21,3.57,88.67,1.82,4.71,3.65,2.8,2.82,2.76,71.35,2.65,25.89,3,93.6,70.93,0.95,36.19,1978,2.32,0.06,68700,85700,105500,36800,421,521,690,269,667,29.3,22.6,12.5,0,0,7.31,24.17,40.75,62.71,77.15,5.4,2451.4,0,480.89
15124,2.56,5.22,93.2,0.97,2.89,11.89,21.05,9.52,14.45,100,36935,77.98,0.46,53.66,29.36,3.51,20.71,43315,17693,18375,5539,20000,6047,17650,7.33,4.42,12.19,28.31,4.5,64.2,12.7,24.55,7.36,34.87,9.38,21.74,12.03,10.77,2.92,82.31,79.09,90.93,79.08,62.35,72.02,258,2.2,968,14.15,20.45,26.86,28.62,0.91,1.31,1.72,1.83,92.24,1.03,2.54,1.88,2.52,2.56,2.32,83.39,1.36,46.23,3,92.53,81.99,0.42,38.45,1981,2.19,0,70500,100000,144900,74400,361,433,546,185,520,27,23.2,12.4,0,0,6.4,22.24,44.21,68.03,75.14,4.7,3220.6,0.55,408.19
45206,2.49,32.16,64.24,0.81,7.72,13.59,28.56,14.01,13.73,99.18,22102,72.61,0.48,32.48,31.7,8.97,13.84,26904,12329,15834,5938,9256,9440,7319,20.67,11.64,31.65,16.1,6.22,59.28,5.32,23.34,13.58,21.84,16.33,35.36,18.45,17.43,3.08,50.83,42.46,54.58,58.55,66.15,73.51,3914,11.16,2080,12.31,22.36,35.82,48.89,0.57,1.03,1.65,2.25,90.01,1.99,7.8,4.65,2.4,2.43,2.38,43.01,7.96,69.6,2,84.83,42.44,6.54,31.17,1973,11.14,0.31,43900,60500,88500,44600,280,373,467,187,451,27.3,20.2,12.4,86,75,4.6,37.77,39.51,72.99,79.69,22.8,1986.2,1.99,2678.55
